InstanceID,Type,earn,acq
369,TRAIN,FALSE,TRUE
371,TRAIN,FALSE,TRUE
372,TRAIN,FALSE,TRUE
376,TRAIN,FALSE,TRUE
378,TRAIN,TRUE,FALSE
379,TRAIN,FALSE,TRUE
381,TRAIN,TRUE,FALSE
383,TRAIN,FALSE,TRUE
387,TRAIN,FALSE,TRUE
388,TRAIN,TRUE,FALSE
389,TRAIN,FALSE,TRUE
390,TRAIN,TRUE,FALSE
392,TRAIN,TRUE,FALSE
393,TRAIN,FALSE,TRUE
396,TRAIN,TRUE,FALSE
398,TRAIN,FALSE,TRUE
399,TRAIN,TRUE,FALSE
400,TRAIN,FALSE,TRUE
401,TRAIN,FALSE,TRUE
404,TRAIN,TRUE,FALSE
405,TRAIN,TRUE,FALSE
406,TRAIN,TRUE,FALSE
407,TRAIN,TRUE,FALSE
408,TRAIN,FALSE,TRUE
409,TRAIN,TRUE,FALSE
410,TRAIN,TRUE,FALSE
418,TRAIN,FALSE,TRUE
420,TRAIN,TRUE,FALSE
422,TRAIN,TRUE,FALSE
423,TRAIN,TRUE,FALSE
424,TRAIN,FALSE,TRUE
435,TRAIN,TRUE,FALSE
436,TRAIN,FALSE,TRUE
438,TRAIN,TRUE,FALSE
439,TRAIN,TRUE,FALSE
440,TRAIN,FALSE,TRUE
441,TRAIN,FALSE,TRUE
442,TRAIN,FALSE,TRUE
447,TRAIN,FALSE,TRUE
448,TRAIN,FALSE,TRUE
449,TRAIN,TRUE,FALSE
455,TRAIN,TRUE,FALSE
456,TRAIN,TRUE,FALSE
461,TRAIN,TRUE,FALSE
464,TRAIN,TRUE,FALSE
466,TRAIN,TRUE,FALSE
467,TRAIN,FALSE,TRUE
470,TRAIN,TRUE,FALSE
473,TRAIN,TRUE,TRUE
474,TRAIN,FALSE,TRUE
478,TRAIN,FALSE,TRUE
480,TRAIN,TRUE,FALSE
483,TRAIN,TRUE,FALSE
484,TRAIN,TRUE,FALSE
490,TRAIN,TRUE,FALSE
494,TRAIN,TRUE,FALSE
496,TRAIN,FALSE,TRUE
497,TRAIN,FALSE,TRUE
498,TRAIN,FALSE,TRUE
504,TRAIN,FALSE,TRUE
505,TRAIN,FALSE,TRUE
506,TRAIN,TRUE,FALSE
508,TRAIN,TRUE,FALSE
509,TRAIN,TRUE,FALSE
512,TRAIN,TRUE,FALSE
513,TRAIN,TRUE,FALSE
514,TRAIN,TRUE,FALSE
517,TRAIN,TRUE,FALSE
521,TRAIN,TRUE,FALSE
524,TRAIN,TRUE,FALSE
528,TRAIN,TRUE,FALSE
529,TRAIN,TRUE,FALSE
530,TRAIN,TRUE,FALSE
531,TRAIN,TRUE,FALSE
532,TRAIN,FALSE,TRUE
533,TRAIN,TRUE,FALSE
534,TRAIN,TRUE,FALSE
535,TRAIN,TRUE,FALSE
536,TRAIN,TRUE,FALSE
538,TRAIN,TRUE,FALSE
539,TRAIN,TRUE,FALSE
541,TRAIN,TRUE,FALSE
545,TRAIN,FALSE,TRUE
546,TRAIN,TRUE,FALSE
547,TRAIN,FALSE,TRUE
548,TRAIN,TRUE,FALSE
550,TRAIN,FALSE,TRUE
551,TRAIN,FALSE,TRUE
552,TRAIN,TRUE,FALSE
553,TRAIN,FALSE,TRUE
554,TRAIN,TRUE,FALSE
555,TRAIN,TRUE,FALSE
557,TRAIN,TRUE,FALSE
558,TRAIN,FALSE,TRUE
559,TRAIN,FALSE,TRUE
560,TRAIN,TRUE,FALSE
679,TRAIN,FALSE,TRUE
680,TRAIN,TRUE,FALSE
682,TRAIN,FALSE,TRUE
686,TRAIN,TRUE,FALSE
687,TRAIN,TRUE,FALSE
689,TRAIN,TRUE,FALSE
690,TRAIN,TRUE,FALSE
691,TRAIN,TRUE,FALSE
692,TRAIN,TRUE,FALSE
693,TRAIN,TRUE,FALSE
695,TRAIN,TRUE,FALSE
696,TRAIN,TRUE,FALSE
698,TRAIN,TRUE,FALSE
699,TRAIN,TRUE,FALSE
700,TRAIN,TRUE,FALSE
701,TRAIN,TRUE,FALSE
702,TRAIN,TRUE,FALSE
703,TRAIN,FALSE,TRUE
706,TRAIN,FALSE,TRUE
707,TRAIN,TRUE,FALSE
709,TRAIN,FALSE,TRUE
712,TRAIN,FALSE,TRUE
714,TRAIN,FALSE,TRUE
715,TRAIN,TRUE,FALSE
722,TRAIN,TRUE,FALSE
724,TRAIN,FALSE,TRUE
725,TRAIN,FALSE,TRUE
728,TRAIN,TRUE,FALSE
730,TRAIN,TRUE,TRUE
731,TRAIN,TRUE,FALSE
732,TRAIN,FALSE,TRUE
733,TRAIN,FALSE,TRUE
734,TRAIN,TRUE,FALSE
735,TRAIN,FALSE,TRUE
736,TRAIN,FALSE,TRUE
739,TRAIN,TRUE,FALSE
741,TRAIN,FALSE,TRUE
743,TRAIN,TRUE,FALSE
745,TRAIN,FALSE,TRUE
748,TRAIN,FALSE,TRUE
756,TRAIN,TRUE,FALSE
757,TRAIN,FALSE,TRUE
758,TRAIN,TRUE,FALSE
762,TRAIN,FALSE,TRUE
764,TRAIN,FALSE,TRUE
767,TRAIN,FALSE,TRUE
768,TRAIN,FALSE,TRUE
773,TRAIN,TRUE,FALSE
774,TRAIN,TRUE,FALSE
776,TRAIN,TRUE,FALSE
778,TRAIN,TRUE,FALSE
780,TRAIN,TRUE,FALSE
781,TRAIN,TRUE,FALSE
783,TRAIN,TRUE,FALSE
787,TRAIN,FALSE,TRUE
797,TRAIN,FALSE,TRUE
811,TRAIN,TRUE,FALSE
817,TRAIN,TRUE,FALSE
818,TRAIN,TRUE,FALSE
820,TRAIN,FALSE,TRUE
828,TRAIN,TRUE,FALSE
836,TRAIN,FALSE,TRUE
837,TRAIN,TRUE,FALSE
840,TRAIN,FALSE,TRUE
844,TRAIN,FALSE,TRUE
846,TRAIN,TRUE,FALSE
848,TRAIN,TRUE,FALSE
849,TRAIN,FALSE,TRUE
850,TRAIN,FALSE,TRUE
851,TRAIN,FALSE,TRUE
852,TRAIN,TRUE,FALSE
853,TRAIN,FALSE,TRUE
859,TRAIN,TRUE,FALSE
861,TRAIN,TRUE,FALSE
865,TRAIN,TRUE,FALSE
866,TRAIN,TRUE,FALSE
868,TRAIN,TRUE,FALSE
879,TRAIN,TRUE,FALSE
882,TRAIN,FALSE,TRUE
883,TRAIN,TRUE,FALSE
886,TRAIN,TRUE,FALSE
887,TRAIN,TRUE,FALSE
899,TRAIN,TRUE,FALSE
904,TRAIN,FALSE,TRUE
920,TRAIN,TRUE,FALSE
921,TRAIN,TRUE,FALSE
922,TRAIN,TRUE,FALSE
932,TRAIN,FALSE,TRUE
938,TRAIN,TRUE,FALSE
939,TRAIN,FALSE,TRUE
941,TRAIN,FALSE,TRUE
949,TRAIN,TRUE,FALSE
958,TRAIN,TRUE,FALSE
960,TRAIN,FALSE,TRUE
963,TRAIN,FALSE,TRUE
968,TRAIN,TRUE,FALSE
971,TRAIN,TRUE,FALSE
976,TRAIN,TRUE,FALSE
978,TRAIN,FALSE,TRUE
981,TRAIN,TRUE,FALSE
982,TRAIN,FALSE,TRUE
983,TRAIN,TRUE,FALSE
984,TRAIN,TRUE,FALSE
985,TRAIN,FALSE,TRUE
986,TRAIN,TRUE,FALSE
988,TRAIN,TRUE,FALSE
995,TRAIN,TRUE,FALSE
998,TRAIN,TRUE,FALSE
1000,TRAIN,FALSE,TRUE
1003,TRAIN,TRUE,FALSE
1007,TRAIN,TRUE,FALSE
1009,TRAIN,TRUE,FALSE
1010,TRAIN,TRUE,FALSE
1011,TRAIN,TRUE,FALSE
1013,TRAIN,TRUE,FALSE
1015,TRAIN,TRUE,FALSE
1016,TRAIN,TRUE,FALSE
1017,TRAIN,TRUE,FALSE
1019,TRAIN,TRUE,FALSE
1020,TRAIN,FALSE,TRUE
1024,TRAIN,TRUE,FALSE
1029,TRAIN,FALSE,TRUE
1032,TRAIN,FALSE,TRUE
1033,TRAIN,TRUE,FALSE
1039,TRAIN,FALSE,TRUE
1044,TRAIN,TRUE,FALSE
1047,TRAIN,TRUE,FALSE
1059,TRAIN,TRUE,FALSE
1063,TRAIN,TRUE,FALSE
1065,TRAIN,TRUE,FALSE
1066,TRAIN,TRUE,FALSE
1070,TRAIN,TRUE,FALSE
1071,TRAIN,TRUE,FALSE
1074,TRAIN,FALSE,TRUE
1076,TRAIN,FALSE,TRUE
1080,TRAIN,TRUE,FALSE
1084,TRAIN,TRUE,FALSE
1087,TRAIN,TRUE,FALSE
1090,TRAIN,TRUE,FALSE
1091,TRAIN,TRUE,FALSE
1096,TRAIN,TRUE,FALSE
1099,TRAIN,FALSE,TRUE
1101,TRAIN,TRUE,FALSE
1103,TRAIN,FALSE,TRUE
1104,TRAIN,FALSE,TRUE
1105,TRAIN,TRUE,FALSE
1108,TRAIN,TRUE,FALSE
1109,TRAIN,TRUE,FALSE
1111,TRAIN,TRUE,FALSE
1117,TRAIN,TRUE,FALSE
1118,TRAIN,FALSE,TRUE
1122,TRAIN,TRUE,FALSE
1123,TRAIN,FALSE,TRUE
1124,TRAIN,TRUE,FALSE
1128,TRAIN,TRUE,FALSE
1134,TRAIN,TRUE,FALSE
1135,TRAIN,TRUE,FALSE
1137,TRAIN,TRUE,FALSE
1138,TRAIN,TRUE,FALSE
1143,TRAIN,TRUE,FALSE
1152,TRAIN,TRUE,FALSE
1153,TRAIN,FALSE,TRUE
1157,TRAIN,TRUE,FALSE
1159,TRAIN,FALSE,TRUE
1160,TRAIN,TRUE,FALSE
1164,TRAIN,FALSE,TRUE
1167,TRAIN,TRUE,FALSE
1169,TRAIN,TRUE,FALSE
1170,TRAIN,TRUE,FALSE
1173,TRAIN,TRUE,FALSE
1176,TRAIN,TRUE,FALSE
1177,TRAIN,TRUE,FALSE
1178,TRAIN,TRUE,FALSE
1181,TRAIN,TRUE,FALSE
1182,TRAIN,TRUE,FALSE
1188,TRAIN,TRUE,FALSE
1191,TRAIN,TRUE,FALSE
1192,TRAIN,TRUE,FALSE
1193,TRAIN,TRUE,FALSE
1198,TRAIN,TRUE,FALSE
1200,TRAIN,TRUE,FALSE
1203,TRAIN,FALSE,TRUE
1205,TRAIN,TRUE,FALSE
1208,TRAIN,TRUE,FALSE
1209,TRAIN,FALSE,TRUE
1213,TRAIN,FALSE,TRUE
1217,TRAIN,FALSE,TRUE
1220,TRAIN,FALSE,TRUE
1225,TRAIN,TRUE,FALSE
1228,TRAIN,FALSE,TRUE
1229,TRAIN,TRUE,FALSE
1234,TRAIN,TRUE,FALSE
1238,TRAIN,FALSE,TRUE
1239,TRAIN,TRUE,FALSE
1243,TRAIN,FALSE,TRUE
1244,TRAIN,TRUE,FALSE
1245,TRAIN,TRUE,FALSE
1251,TRAIN,TRUE,FALSE
1252,TRAIN,TRUE,FALSE
1258,TRAIN,TRUE,FALSE
1260,TRAIN,TRUE,FALSE
1264,TRAIN,TRUE,FALSE
1265,TRAIN,TRUE,FALSE
1269,TRAIN,TRUE,FALSE
1271,TRAIN,TRUE,FALSE
1276,TRAIN,FALSE,TRUE
1277,TRAIN,TRUE,FALSE
1280,TRAIN,FALSE,TRUE
1283,TRAIN,TRUE,FALSE
1284,TRAIN,TRUE,FALSE
1285,TRAIN,TRUE,FALSE
1287,TRAIN,TRUE,FALSE
1288,TRAIN,TRUE,FALSE
1291,TRAIN,FALSE,TRUE
1292,TRAIN,FALSE,TRUE
1293,TRAIN,TRUE,FALSE
1298,TRAIN,TRUE,FALSE
1301,TRAIN,TRUE,FALSE
1303,TRAIN,FALSE,TRUE
1311,TRAIN,TRUE,FALSE
1313,TRAIN,TRUE,FALSE
1314,TRAIN,TRUE,FALSE
1315,TRAIN,TRUE,FALSE
1316,TRAIN,FALSE,TRUE
1317,TRAIN,TRUE,FALSE
1320,TRAIN,TRUE,FALSE
1322,TRAIN,TRUE,FALSE
1326,TRAIN,TRUE,FALSE
1327,TRAIN,TRUE,FALSE
1328,TRAIN,TRUE,FALSE
1339,TRAIN,TRUE,FALSE
1340,TRAIN,FALSE,TRUE
1341,TRAIN,TRUE,FALSE
1342,TRAIN,TRUE,FALSE
1344,TRAIN,TRUE,FALSE
1345,TRAIN,TRUE,FALSE
1351,TRAIN,TRUE,FALSE
1354,TRAIN,FALSE,TRUE
1355,TRAIN,TRUE,FALSE
1359,TRAIN,TRUE,FALSE
1360,TRAIN,TRUE,FALSE
1363,TRAIN,TRUE,FALSE
1364,TRAIN,TRUE,FALSE
1366,TRAIN,TRUE,FALSE
1367,TRAIN,TRUE,FALSE
1375,TRAIN,TRUE,FALSE
1378,TRAIN,TRUE,FALSE
1379,TRAIN,TRUE,FALSE
1381,TRAIN,TRUE,FALSE
1382,TRAIN,TRUE,FALSE
1384,TRAIN,TRUE,FALSE
1391,TRAIN,TRUE,FALSE
1404,TRAIN,TRUE,FALSE
1409,TRAIN,FALSE,TRUE
1412,TRAIN,FALSE,TRUE
1414,TRAIN,TRUE,FALSE
1420,TRAIN,TRUE,FALSE
1425,TRAIN,FALSE,TRUE
1428,TRAIN,TRUE,FALSE
1429,TRAIN,FALSE,TRUE
1433,TRAIN,TRUE,FALSE
1434,TRAIN,TRUE,FALSE
1435,TRAIN,TRUE,FALSE
1438,TRAIN,TRUE,FALSE
1445,TRAIN,TRUE,FALSE
1446,TRAIN,TRUE,FALSE
1449,TRAIN,TRUE,FALSE
1452,TRAIN,TRUE,FALSE
1456,TRAIN,TRUE,FALSE
1460,TRAIN,TRUE,FALSE
1461,TRAIN,TRUE,FALSE
1466,TRAIN,TRUE,FALSE
1467,TRAIN,TRUE,FALSE
1469,TRAIN,TRUE,FALSE
1471,TRAIN,TRUE,FALSE
1477,TRAIN,FALSE,TRUE
1480,TRAIN,FALSE,TRUE
1483,TRAIN,TRUE,FALSE
1488,TRAIN,TRUE,FALSE
1492,TRAIN,TRUE,FALSE
1494,TRAIN,TRUE,FALSE
1496,TRAIN,TRUE,FALSE
1497,TRAIN,FALSE,TRUE
1498,TRAIN,TRUE,FALSE
1500,TRAIN,FALSE,TRUE
1502,TRAIN,TRUE,FALSE
1506,TRAIN,FALSE,TRUE
1508,TRAIN,TRUE,FALSE
1512,TRAIN,FALSE,TRUE
1524,TRAIN,TRUE,FALSE
1525,TRAIN,TRUE,FALSE
1526,TRAIN,TRUE,FALSE
1527,TRAIN,TRUE,FALSE
1528,TRAIN,TRUE,FALSE
1529,TRAIN,TRUE,FALSE
1532,TRAIN,TRUE,FALSE
1536,TRAIN,TRUE,FALSE
1541,TRAIN,TRUE,FALSE
1543,TRAIN,TRUE,FALSE
1545,TRAIN,TRUE,FALSE
1546,TRAIN,TRUE,FALSE
1554,TRAIN,TRUE,FALSE
1555,TRAIN,TRUE,FALSE
1562,TRAIN,FALSE,TRUE
1563,TRAIN,TRUE,FALSE
1564,TRAIN,TRUE,FALSE
1566,TRAIN,TRUE,FALSE
1567,TRAIN,TRUE,FALSE
1568,TRAIN,TRUE,FALSE
1569,TRAIN,TRUE,FALSE
1571,TRAIN,TRUE,FALSE
1572,TRAIN,TRUE,FALSE
1575,TRAIN,TRUE,FALSE
1577,TRAIN,FALSE,TRUE
1581,TRAIN,FALSE,TRUE
1584,TRAIN,FALSE,TRUE
1585,TRAIN,TRUE,FALSE
1586,TRAIN,TRUE,FALSE
1601,TRAIN,FALSE,TRUE
1602,TRAIN,TRUE,FALSE
1606,TRAIN,FALSE,TRUE
1608,TRAIN,TRUE,FALSE
1610,TRAIN,TRUE,FALSE
1620,TRAIN,TRUE,FALSE
1622,TRAIN,FALSE,TRUE
1626,TRAIN,FALSE,TRUE
1628,TRAIN,FALSE,TRUE
1633,TRAIN,TRUE,FALSE
1634,TRAIN,FALSE,TRUE
1638,TRAIN,TRUE,FALSE
1639,TRAIN,TRUE,FALSE
1642,TRAIN,TRUE,FALSE
1643,TRAIN,TRUE,FALSE
1644,TRAIN,TRUE,FALSE
1648,TRAIN,TRUE,FALSE
1649,TRAIN,FALSE,TRUE
1650,TRAIN,TRUE,FALSE
1651,TRAIN,TRUE,FALSE
1653,TRAIN,TRUE,FALSE
1655,TRAIN,TRUE,FALSE
1657,TRAIN,TRUE,FALSE
1658,TRAIN,TRUE,FALSE
1659,TRAIN,FALSE,TRUE
1665,TRAIN,FALSE,TRUE
1666,TRAIN,FALSE,TRUE
1667,TRAIN,FALSE,TRUE
1673,TRAIN,FALSE,TRUE
1676,TRAIN,FALSE,TRUE
1677,TRAIN,TRUE,FALSE
1678,TRAIN,FALSE,TRUE
1679,TRAIN,FALSE,TRUE
1682,TRAIN,TRUE,FALSE
1684,TRAIN,FALSE,TRUE
1688,TRAIN,TRUE,FALSE
1689,TRAIN,TRUE,FALSE
1693,TRAIN,FALSE,TRUE
1694,TRAIN,FALSE,TRUE
1696,TRAIN,TRUE,FALSE
1706,TRAIN,TRUE,FALSE
1708,TRAIN,TRUE,FALSE
1714,TRAIN,TRUE,FALSE
1716,TRAIN,TRUE,FALSE
1718,TRAIN,TRUE,FALSE
1719,TRAIN,FALSE,TRUE
1722,TRAIN,TRUE,FALSE
1727,TRAIN,TRUE,FALSE
1729,TRAIN,FALSE,TRUE
1732,TRAIN,TRUE,FALSE
1734,TRAIN,TRUE,FALSE
1735,TRAIN,FALSE,TRUE
1739,TRAIN,FALSE,TRUE
1740,TRAIN,FALSE,TRUE
1741,TRAIN,FALSE,TRUE
1747,TRAIN,TRUE,FALSE
1751,TRAIN,TRUE,FALSE
1752,TRAIN,TRUE,FALSE
1758,TRAIN,TRUE,FALSE
1759,TRAIN,TRUE,FALSE
1760,TRAIN,FALSE,TRUE
1763,TRAIN,TRUE,FALSE
1764,TRAIN,TRUE,FALSE
1765,TRAIN,TRUE,FALSE
1767,TRAIN,TRUE,FALSE
1768,TRAIN,TRUE,FALSE
1769,TRAIN,TRUE,FALSE
1771,TRAIN,FALSE,TRUE
1783,TRAIN,TRUE,FALSE
1787,TRAIN,FALSE,TRUE
1789,TRAIN,FALSE,TRUE
1790,TRAIN,FALSE,TRUE
1794,TRAIN,TRUE,FALSE
1797,TRAIN,TRUE,FALSE
1798,TRAIN,FALSE,TRUE
1801,TRAIN,FALSE,TRUE
1803,TRAIN,TRUE,FALSE
1808,TRAIN,FALSE,TRUE
1814,TRAIN,TRUE,FALSE
1816,TRAIN,TRUE,FALSE
1820,TRAIN,TRUE,FALSE
1824,TRAIN,TRUE,FALSE
1835,TRAIN,FALSE,TRUE
1836,TRAIN,FALSE,TRUE
1837,TRAIN,TRUE,FALSE
1846,TRAIN,TRUE,FALSE
1847,TRAIN,FALSE,TRUE
1849,TRAIN,TRUE,FALSE
1853,TRAIN,TRUE,FALSE
1855,TRAIN,FALSE,TRUE
1860,TRAIN,TRUE,TRUE
1861,TRAIN,TRUE,FALSE
1862,TRAIN,FALSE,TRUE
1872,TRAIN,TRUE,FALSE
1873,TRAIN,TRUE,FALSE
1877,TRAIN,TRUE,FALSE
1886,TRAIN,FALSE,TRUE
1917,TRAIN,TRUE,FALSE
1919,TRAIN,TRUE,FALSE
1920,TRAIN,FALSE,TRUE
1924,TRAIN,TRUE,FALSE
1987,TRAIN,FALSE,TRUE
1989,TRAIN,FALSE,TRUE
1994,TRAIN,FALSE,TRUE
1996,TRAIN,FALSE,TRUE
2001,TRAIN,TRUE,FALSE
2005,TRAIN,TRUE,FALSE
2010,TRAIN,FALSE,TRUE
2013,TRAIN,FALSE,TRUE
2016,TRAIN,TRUE,FALSE
2020,TRAIN,TRUE,FALSE
2024,TRAIN,FALSE,TRUE
2026,TRAIN,TRUE,FALSE
2027,TRAIN,FALSE,TRUE
2028,TRAIN,TRUE,FALSE
2029,TRAIN,TRUE,FALSE
2033,TRAIN,TRUE,FALSE
2035,TRAIN,TRUE,FALSE
2039,TRAIN,FALSE,TRUE
2042,TRAIN,TRUE,FALSE
2047,TRAIN,TRUE,FALSE
2048,TRAIN,TRUE,FALSE
2049,TRAIN,TRUE,FALSE
2054,TRAIN,FALSE,TRUE
2055,TRAIN,TRUE,FALSE
2056,TRAIN,TRUE,FALSE
2061,TRAIN,TRUE,FALSE
2065,TRAIN,TRUE,FALSE
2067,TRAIN,FALSE,TRUE
2079,TRAIN,TRUE,FALSE
2080,TRAIN,FALSE,TRUE
2089,TRAIN,TRUE,FALSE
2092,TRAIN,TRUE,FALSE
2097,TRAIN,FALSE,TRUE
2099,TRAIN,TRUE,FALSE
2101,TRAIN,TRUE,FALSE
2102,TRAIN,FALSE,TRUE
2107,TRAIN,FALSE,TRUE
2108,TRAIN,TRUE,FALSE
2109,TRAIN,TRUE,FALSE
2112,TRAIN,TRUE,FALSE
2114,TRAIN,FALSE,TRUE
2116,TRAIN,TRUE,FALSE
2118,TRAIN,FALSE,TRUE
2122,TRAIN,TRUE,FALSE
2126,TRAIN,FALSE,TRUE
2128,TRAIN,FALSE,TRUE
2130,TRAIN,TRUE,FALSE
2133,TRAIN,TRUE,FALSE
2136,TRAIN,TRUE,FALSE
2137,TRAIN,TRUE,FALSE
2148,TRAIN,TRUE,FALSE
2149,TRAIN,TRUE,FALSE
2151,TRAIN,FALSE,TRUE
2153,TRAIN,TRUE,FALSE
2154,TRAIN,TRUE,FALSE
2157,TRAIN,TRUE,FALSE
2159,TRAIN,FALSE,TRUE
2163,TRAIN,TRUE,FALSE
2166,TRAIN,TRUE,FALSE
2167,TRAIN,TRUE,FALSE
2173,TRAIN,TRUE,FALSE
2176,TRAIN,TRUE,FALSE
2182,TRAIN,TRUE,FALSE
2188,TRAIN,TRUE,FALSE
2193,TRAIN,TRUE,TRUE
2194,TRAIN,TRUE,FALSE
2195,TRAIN,FALSE,TRUE
2196,TRAIN,TRUE,FALSE
2198,TRAIN,TRUE,FALSE
2202,TRAIN,FALSE,TRUE
2203,TRAIN,TRUE,FALSE
2205,TRAIN,TRUE,FALSE
2207,TRAIN,FALSE,TRUE
2211,TRAIN,TRUE,FALSE
2212,TRAIN,TRUE,FALSE
2213,TRAIN,TRUE,FALSE
2216,TRAIN,TRUE,FALSE
2219,TRAIN,FALSE,TRUE
2220,TRAIN,FALSE,TRUE
2221,TRAIN,TRUE,FALSE
2224,TRAIN,FALSE,TRUE
2225,TRAIN,FALSE,TRUE
2227,TRAIN,TRUE,FALSE
2230,TRAIN,TRUE,FALSE
2234,TRAIN,TRUE,FALSE
2236,TRAIN,TRUE,FALSE
2237,TRAIN,FALSE,TRUE
2238,TRAIN,TRUE,FALSE
2240,TRAIN,FALSE,TRUE
2244,TRAIN,FALSE,TRUE
2247,TRAIN,FALSE,TRUE
2249,TRAIN,TRUE,FALSE
2251,TRAIN,FALSE,TRUE
2252,TRAIN,TRUE,FALSE
2253,TRAIN,TRUE,FALSE
2257,TRAIN,FALSE,TRUE
2259,TRAIN,TRUE,FALSE
2260,TRAIN,TRUE,FALSE
2265,TRAIN,TRUE,FALSE
2266,TRAIN,TRUE,FALSE
2268,TRAIN,FALSE,TRUE
2270,TRAIN,TRUE,FALSE
2271,TRAIN,FALSE,TRUE
2273,TRAIN,TRUE,FALSE
2275,TRAIN,TRUE,FALSE
2276,TRAIN,TRUE,FALSE
2279,TRAIN,TRUE,FALSE
2281,TRAIN,FALSE,TRUE
2290,TRAIN,TRUE,FALSE
2291,TRAIN,FALSE,TRUE
2297,TRAIN,FALSE,TRUE
2298,TRAIN,TRUE,FALSE
2301,TRAIN,FALSE,TRUE
2303,TRAIN,TRUE,FALSE
2304,TRAIN,TRUE,FALSE
2307,TRAIN,TRUE,FALSE
2308,TRAIN,TRUE,FALSE
2309,TRAIN,TRUE,FALSE
2312,TRAIN,TRUE,FALSE
2316,TRAIN,TRUE,FALSE
2320,TRAIN,TRUE,FALSE
2322,TRAIN,FALSE,TRUE
2323,TRAIN,FALSE,TRUE
2325,TRAIN,FALSE,TRUE
2332,TRAIN,TRUE,FALSE
2333,TRAIN,TRUE,FALSE
2335,TRAIN,TRUE,FALSE
2337,TRAIN,TRUE,FALSE
2338,TRAIN,TRUE,FALSE
2339,TRAIN,TRUE,FALSE
2340,TRAIN,TRUE,FALSE
2342,TRAIN,TRUE,FALSE
2344,TRAIN,FALSE,TRUE
2346,TRAIN,TRUE,FALSE
2347,TRAIN,TRUE,FALSE
2348,TRAIN,TRUE,FALSE
2350,TRAIN,TRUE,FALSE
2353,TRAIN,TRUE,FALSE
2357,TRAIN,TRUE,FALSE
2365,TRAIN,FALSE,TRUE
2366,TRAIN,TRUE,FALSE
2370,TRAIN,TRUE,FALSE
